transaction_id,customer_id,market,boutique,channel,category,transaction_date,amount_local,currency,amount_eur,piece_exceptionnelle
TXN003300,CUST01769,Japon,Tokyo Ginza,Boutique,Horlogerie,2025-11-18,3958802.02,JPY,24544.57,False
TXN003301,CUST01769,Japon,Tokyo Ginza,En ligne,Accessoires & Parfums,2026-04-18,136855.14,JPY,848.5,False
TXN003302,CUST01770,USA,Bal Harbour,Événement privé,Accessoires & Parfums,2026-03-14,631.69,USD,581.15,False
TXN003303,CUST01770,USA,Bal Harbour,En ligne,Horlogerie,2026-07-31,28603.56,USD,26315.27,False
TXN003304,CUST01771,USA,Bal Harbour,En ligne,Joaillerie,2026-02-22,19450.78,USD,17894.72,False
TXN003305,CUST01772,France (siège),Cannes,Boutique,Joaillerie,2025-10-15,12210.58,EUR,12210.58,False
TXN003306,CUST01772,France (siège),Cannes,Boutique,Horlogerie,2026-04-11,11470.54,EUR,11470.54,False
TXN003307,CUST01773,USA,New York 5th Ave,En ligne,Accessoires & Parfums,2025-02-23,1221.75,USD,1124.01,False
TXN003308,CUST01773,USA,New York 5th Ave,Boutique,Haute Joaillerie,2025-08-15,129495.68,USD,119136.02,False
TXN003309,CUST01774,France (siège),Cannes,Boutique,Joaillerie,2026-04-27,13224.83,EUR,13224.83,False
TXN003310,CUST01775,France (siège),Cannes,Boutique,Accessoires & Parfums,2025-06-28,405.38,EUR,405.38,False
TXN003311,CUST01775,France (siège),Cannes,Boutique,Joaillerie,2025-12-01,17782.7,EUR,17782.7,False
TXN003312,CUST01775,France (siège),Cannes,Boutique,Accessoires & Parfums,2026-05-11,663.99,EUR,663.99,False
TXN003313,CUST01776,Chine,Pékin,Boutique,Horlogerie,2026-01-26,568802.61,CNY,73944.34,False
TXN003314,CUST01776,Chine,Pékin,Événement privé,Horlogerie,2026-04-22,413143.45,CNY,53708.65,False
TXN003315,CUST01776,Chine,Pékin,Boutique,Horlogerie,2026-07-15,345851.47,CNY,44960.69,False
TXN003316,CUST01777,Moyen-Orient,Dubaï Mall,En ligne,Joaillerie,2026-03-21,52931.58,AED,13232.9,False
TXN003317,CUST01778,Moyen-Orient,Abu Dhabi,Événement privé,Accessoires & Parfums,2025-05-23,3331.29,AED,832.82,False
TXN003318,CUST01778,Moyen-Orient,Abu Dhabi,En ligne,Haute Joaillerie,2025-09-16,431323.27,AED,107830.82,False
TXN003319,CUST01778,Moyen-Orient,Abu Dhabi,Boutique,Accessoires & Parfums,2026-02-04,1935.64,AED,483.91,False
TXN003320,CUST01778,Moyen-Orient,Abu Dhabi,Boutique,Accessoires & Parfums,2026-06-19,2376.35,AED,594.09,False
TXN003321,CUST01779,Moyen-Orient,Dubaï Mall,Boutique,Horlogerie,2026-06-11,65100.52,AED,16275.13,False
TXN003322,CUST01780,Chine,Shanghai,En ligne,Joaillerie,2026-01-26,207769.06,CNY,27009.98,False
TXN003323,CUST01780,Chine,Shanghai,En ligne,Joaillerie,2026-06-20,127982.81,CNY,16637.76,False
TXN003324,CUST01781,Moyen-Orient,Dubaï Mall,En ligne,Joaillerie,2025-06-27,69044.62,AED,17261.16,False
TXN003325,CUST01781,Moyen-Orient,Dubaï Mall,Événement privé,Accessoires & Parfums,2025-12-15,2956.71,AED,739.18,False
TXN003326,CUST01781,Moyen-Orient,Dubaï Mall,Événement privé,Horlogerie,2026-06-02,98713.26,AED,24678.31,False
TXN003327,CUST01782,Moyen-Orient,Dubaï Mall,Boutique,Joaillerie,2026-07-22,23303.8,AED,5825.95,False
TXN003328,CUST01783,France (siège),Paris Champs-Élysées,En ligne,Accessoires & Parfums,2026-07-14,433.3,EUR,433.3,False
TXN003329,CUST01784,USA,Beverly Hills,Boutique,Joaillerie,2025-10-30,24988.88,USD,22989.77,False
TXN003330,CUST01784,USA,Beverly Hills,Boutique,Accessoires & Parfums,2026-03-04,1066.21,USD,980.92,False
TXN003331,CUST01784,USA,Beverly Hills,Boutique,Horlogerie,2026-07-06,52536.37,USD,48333.46,False
TXN003332,CUST01785,Japon,Tokyo Ginza,Événement privé,Joaillerie,2025-07-28,2271287.57,JPY,14081.98,False
TXN003333,CUST01785,Japon,Tokyo Ginza,En ligne,Accessoires & Parfums,2025-12-25,137576.12,JPY,852.97,False
TXN003334,CUST01785,Japon,Tokyo Ginza,En ligne,Horlogerie,2026-06-02,1765638.55,JPY,10946.96,False
TXN003335,CUST01786,Japon,Osaka,En ligne,Mariage,2026-07-13,1656328.26,JPY,10269.24,False
TXN003336,CUST01788,France (siège),Paris Champs-Élysées,En ligne,Joaillerie,2026-03-19,9649.52,EUR,9649.52,False
TXN003337,CUST01789,France (siège),Paris Champs-Élysées,En ligne,Accessoires & Parfums,2025-03-20,610.19,EUR,610.19,False
TXN003338,CUST01790,France (siège),Paris Vendôme,En ligne,Accessoires & Parfums,2026-06-20,947.02,EUR,947.02,False
TXN003339,CUST01792,France (siège),Paris Vendôme,Boutique,Haute Joaillerie,2025-12-05,147196.58,EUR,147196.58,False
TXN003340,CUST01792,France (siège),Paris Vendôme,En ligne,Horlogerie,2026-05-29,25555.37,EUR,25555.37,False
TXN003341,CUST01793,Japon,Osaka,Événement privé,Joaillerie,2025-11-16,3914320.03,JPY,24268.78,False
TXN003342,CUST01794,France (siège),Paris Vendôme,Boutique,Joaillerie,2025-12-13,10621.72,EUR,10621.72,False
TXN003343,CUST01794,France (siège),Paris Vendôme,Boutique,Horlogerie,2026-05-08,36210.07,EUR,36210.07,False
TXN003344,CUST01795,Japon,Osaka,Boutique,Accessoires & Parfums,2025-09-03,111923.37,JPY,693.92,False
TXN003345,CUST01796,France (siège),Paris Champs-Élysées,Événement privé,Joaillerie,2026-04-01,9396.04,EUR,9396.04,False
TXN003346,CUST01796,France (siège),Paris Champs-Élysées,Boutique,Horlogerie,2026-07-02,39588.47,EUR,39588.47,False
TXN003347,CUST01797,Chine,Pékin,En ligne,Joaillerie,2025-07-30,109555.85,CNY,14242.26,False
TXN003348,CUST01797,Chine,Pékin,En ligne,Joaillerie,2026-01-18,124034.63,CNY,16124.5,False
TXN003349,CUST01797,Chine,Pékin,En ligne,Accessoires & Parfums,2026-07-02,6943.6,CNY,902.67,False
TXN003350,CUST01798,USA,Beverly Hills,En ligne,Accessoires & Parfums,2025-10-08,955.87,USD,879.4,False
TXN003351,CUST01798,USA,Beverly Hills,Boutique,Joaillerie,2026-03-21,10879.17,USD,10008.84,False
TXN003352,CUST01799,Japon,Tokyo Ginza,En ligne,Accessoires & Parfums,2025-07-14,116662.8,JPY,723.31,False
TXN003353,CUST01799,Japon,Tokyo Ginza,Boutique,Accessoires & Parfums,2025-12-07,74962.2,JPY,464.77,False
TXN003354,CUST01799,Japon,Tokyo Ginza,Événement privé,Joaillerie,2026-05-05,2043992.56,JPY,12672.75,False
TXN003355,CUST01800,USA,Bal Harbour,Événement privé,Haute Joaillerie,2025-04-22,150280.56,USD,138258.11,False
TXN003356,CUST01800,USA,Bal Harbour,Boutique,Horlogerie,2025-10-21,31908.4,USD,29355.73,False
TXN003357,CUST01800,USA,Bal Harbour,Boutique,Joaillerie,2026-05-06,16177.04,USD,14882.88,False
TXN003358,CUST01801,USA,Bal Harbour,Boutique,Accessoires & Parfums,2026-04-12,772.94,USD,711.1,False
TXN003359,CUST01802,Chine,Shanghai,Boutique,Mariage,2026-04-12,89147.97,CNY,11589.24,False
TXN003360,CUST01803,USA,Beverly Hills,En ligne,Joaillerie,2026-04-02,6251.2,USD,5751.1,False
TXN003361,CUST01804,Moyen-Orient,Abu Dhabi,Boutique,Accessoires & Parfums,2026-02-08,2739.17,AED,684.79,False
TXN003362,CUST01804,Moyen-Orient,Abu Dhabi,En ligne,Joaillerie,2026-07-09,80612.65,AED,20153.16,False
TXN003363,CUST01805,Japon,Osaka,Événement privé,Mariage,2025-04-17,3063268.09,JPY,18992.26,False
TXN003364,CUST01805,Japon,Osaka,Boutique,Mariage,2025-08-05,1864361.03,JPY,11559.04,False
TXN003365,CUST01805,Japon,Osaka,Boutique,Joaillerie,2025-10-18,3547477.16,JPY,21994.36,False
TXN003366,CUST01805,Japon,Osaka,Événement privé,Joaillerie,2026-03-10,2986356.66,JPY,18515.41,False
TXN003367,CUST01805,Japon,Osaka,Boutique,Joaillerie,2026-07-18,5029778.31,JPY,31184.63,False
TXN003368,CUST01806,USA,Beverly Hills,Boutique,Accessoires & Parfums,2025-10-19,678.82,USD,624.52,False
TXN003369,CUST01806,USA,Beverly Hills,Boutique,Accessoires & Parfums,2026-04-17,693.85,USD,638.34,False
TXN003370,CUST01807,USA,Beverly Hills,Événement privé,Joaillerie,2026-03-06,22562.44,USD,20757.45,False
TXN003371,CUST01808,Japon,Tokyo Ginza,Boutique,Mariage,2025-10-25,1839633.56,JPY,11405.73,False
TXN003372,CUST01808,Japon,Tokyo Ginza,Boutique,Horlogerie,2026-03-14,2971201.41,JPY,18421.45,False
TXN003373,CUST01809,USA,New York 5th Ave,Événement privé,Accessoires & Parfums,2026-06-06,1188.22,USD,1093.16,False
TXN003374,CUST01810,Japon,Osaka,Boutique,Joaillerie,2025-03-04,2325426.84,JPY,14417.65,False
TXN003375,CUST01810,Japon,Osaka,En ligne,Mariage,2025-08-04,842933.07,JPY,5226.19,False
TXN003376,CUST01810,Japon,Osaka,Boutique,Accessoires & Parfums,2025-12-30,168158.01,JPY,1042.58,False
TXN003377,CUST01810,Japon,Osaka,Boutique,Joaillerie,2026-07-01,3333237.84,JPY,20666.07,False
TXN003378,CUST01811,Japon,Tokyo Ginza,En ligne,Joaillerie,2026-03-21,2405345.4,JPY,14913.14,False
TXN003379,CUST01814,Japon,Tokyo Ginza,En ligne,Accessoires & Parfums,2026-01-25,182054.01,JPY,1128.73,False
TXN003380,CUST01814,Japon,Tokyo Ginza,En ligne,Accessoires & Parfums,2026-05-30,45489.11,JPY,282.03,False
TXN003381,CUST01815,France (siège),Paris Vendôme,Boutique,Joaillerie,2025-06-30,17828.29,EUR,17828.29,False
TXN003382,CUST01815,France (siège),Paris Vendôme,En ligne,Accessoires & Parfums,2025-11-09,1220.37,EUR,1220.37,False
TXN003383,CUST01815,France (siège),Paris Vendôme,Boutique,Mariage,2026-04-09,8419.69,EUR,8419.69,False
TXN003384,CUST01816,USA,New York 5th Ave,Boutique,Mariage,2026-03-18,11551.73,USD,10627.59,False
TXN003385,CUST01817,Japon,Osaka,Boutique,Mariage,2026-02-09,1064284.83,JPY,6598.57,False
TXN003386,CUST01818,Chine,Hong Kong,Boutique,Horlogerie,2025-01-22,143574.69,CNY,18664.71,False
TXN003387,CUST01818,Chine,Hong Kong,Boutique,Accessoires & Parfums,2025-06-20,7478.67,CNY,972.23,False
TXN003388,CUST01818,Chine,Hong Kong,En ligne,Mariage,2025-10-26,71027.1,CNY,9233.52,False
TXN003389,CUST01818,Chine,Hong Kong,Boutique,Accessoires & Parfums,2026-03-24,6984.28,CNY,907.96,False
TXN003390,CUST01819,France (siège),Cannes,Boutique,Joaillerie,2025-05-19,21490.3,EUR,21490.3,False
TXN003391,CUST01820,Chine,Hong Kong,En ligne,Haute Joaillerie,2025-08-29,760181.21,CNY,98823.56,False
TXN003392,CUST01820,Chine,Hong Kong,Boutique,Mariage,2025-12-19,68975.67,CNY,8966.84,False
TXN003393,CUST01820,Chine,Hong Kong,Événement privé,Joaillerie,2026-05-06,136426.33,CNY,17735.42,False
TXN003394,CUST01821,France (siège),Paris Champs-Élysées,Boutique,Mariage,2025-03-04,15038.37,EUR,15038.37,False
TXN003395,CUST01821,France (siège),Paris Champs-Élysées,En ligne,Accessoires & Parfums,2025-07-22,1229.2,EUR,1229.2,False
TXN003396,CUST01821,France (siège),Paris Champs-Élysées,Boutique,Haute Joaillerie,2025-12-19,191819.07,EUR,191819.07,False
TXN003397,CUST01822,Japon,Tokyo Ginza,Boutique,Mariage,2026-06-05,1386870.06,JPY,8598.59,False
TXN003398,CUST01823,Moyen-Orient,Dubaï Mall,Boutique,Joaillerie,2026-05-31,57989.18,AED,14497.29,False
TXN003399,CUST01824,USA,Beverly Hills,Boutique,Accessoires & Parfums,2026-03-20,1228.63,USD,1130.34,False
TXN003400,CUST01826,France (siège),Cannes,Boutique,Accessoires & Parfums,2025-12-28,1380.31,EUR,1380.31,False
TXN003401,CUST01826,France (siège),Cannes,Boutique,Haute Joaillerie,2026-06-14,108200.2,EUR,108200.2,False
TXN003402,CUST01827,Chine,Hong Kong,Boutique,Mariage,2026-05-31,135126.2,CNY,17566.41,False
TXN003403,CUST01828,Chine,Shanghai,Boutique,Accessoires & Parfums,2025-12-04,4500.49,CNY,585.06,False
TXN003404,CUST01828,Chine,Shanghai,Événement privé,Haute Joaillerie,2026-07-14,1013959.14,CNY,131814.69,False
TXN003405,CUST01829,Moyen-Orient,Abu Dhabi,En ligne,Haute Joaillerie,2025-09-19,431075.42,AED,107768.86,False
TXN003406,CUST01829,Moyen-Orient,Abu Dhabi,Boutique,Joaillerie,2026-03-29,53348.46,AED,13337.12,False
TXN003407,CUST01830,Chine,Shanghai,En ligne,Joaillerie,2026-03-03,39927.52,CNY,5190.58,False
TXN003408,CUST01831,Chine,Shanghai,En ligne,Haute Joaillerie,2025-07-07,1103593.31,CNY,143467.13,False
TXN003409,CUST01832,Chine,Hong Kong,Boutique,Accessoires & Parfums,2026-02-20,7612.88,CNY,989.67,False
TXN003410,CUST01832,Chine,Hong Kong,En ligne,Joaillerie,2026-06-17,35110.73,CNY,4564.4,False
TXN003411,CUST01833,France (siège),Paris Vendôme,Boutique,Horlogerie,2025-09-21,21006.84,EUR,21006.84,False
TXN003412,CUST01833,France (siège),Paris Vendôme,En ligne,Joaillerie,2026-03-10,10179.15,EUR,10179.15,False
TXN003413,CUST01834,USA,Beverly Hills,En ligne,Joaillerie,2026-07-10,20889.81,USD,19218.63,False
TXN003414,CUST01835,France (siège),Paris Vendôme,En ligne,Joaillerie,2025-07-29,15331.55,EUR,15331.55,False
TXN003415,CUST01836,Moyen-Orient,Abu Dhabi,Boutique,Horlogerie,2025-06-06,119984.67,AED,29996.17,False
TXN003416,CUST01837,Chine,Hong Kong,Événement privé,Joaillerie,2026-06-18,152152.54,CNY,19779.83,False
TXN003417,CUST01838,USA,New York 5th Ave,En ligne,Haute Joaillerie,2025-05-11,189462.94,USD,174305.91,False
TXN003418,CUST01838,USA,New York 5th Ave,En ligne,Horlogerie,2025-10-14,36003.31,USD,33123.05,False
TXN003419,CUST01838,USA,New York 5th Ave,Boutique,Mariage,2026-03-18,14707.32,USD,13530.74,False
TXN003420,CUST01840,Japon,Tokyo Ginza,Événement privé,Joaillerie,2026-07-09,2960752.51,JPY,18356.67,False
TXN003421,CUST01841,France (siège),Paris Vendôme,Boutique,Joaillerie,2026-07-02,14212.5,EUR,14212.5,False
TXN003422,CUST01842,USA,Bal Harbour,Événement privé,Mariage,2025-10-30,17483.59,USD,16084.9,False
TXN003423,CUST01842,USA,Bal Harbour,En ligne,Horlogerie,2026-03-28,45924.76,USD,42250.78,False
TXN003424,CUST01843,Moyen-Orient,Abu Dhabi,En ligne,Accessoires & Parfums,2025-06-02,4077.51,AED,1019.38,False
TXN003425,CUST01843,Moyen-Orient,Abu Dhabi,En ligne,Joaillerie,2025-11-08,32692.06,AED,8173.01,False
TXN003426,CUST01843,Moyen-Orient,Abu Dhabi,Boutique,Joaillerie,2026-05-11,62436.01,AED,15609.0,False
TXN003427,CUST01844,France (siège),Paris Champs-Élysées,En ligne,Horlogerie,2026-03-14,27231.94,EUR,27231.94,False
TXN003428,CUST01845,France (siège),Paris Champs-Élysées,Boutique,Accessoires & Parfums,2026-07-26,735.77,EUR,735.77,False
TXN003429,CUST01846,France (siège),Paris Champs-Élysées,En ligne,Horlogerie,2026-05-27,39441.13,EUR,39441.13,False
TXN003430,CUST01847,USA,Beverly Hills,Événement privé,Joaillerie,2025-01-17,16477.16,USD,15158.99,False
TXN003431,CUST01847,USA,Beverly Hills,Boutique,Accessoires & Parfums,2025-06-09,1111.77,USD,1022.83,False
TXN003432,CUST01847,USA,Beverly Hills,Événement privé,Joaillerie,2025-09-17,23114.7,USD,21265.52,False
TXN003433,CUST01847,USA,Beverly Hills,Événement privé,Accessoires & Parfums,2026-02-02,1162.77,USD,1069.75,False
TXN003434,CUST01847,USA,Beverly Hills,En ligne,Accessoires & Parfums,2026-05-10,1201.8,USD,1105.65,False
TXN003435,CUST01848,France (siège),Cannes,En ligne,Joaillerie,2026-01-18,7410.58,EUR,7410.58,False
TXN003436,CUST01848,France (siège),Cannes,Boutique,Horlogerie,2026-07-01,35551.42,EUR,35551.42,False
TXN003437,CUST01849,Japon,Tokyo Ginza,Boutique,Horlogerie,2025-05-20,5031430.48,JPY,31194.87,False
TXN003438,CUST01849,Japon,Tokyo Ginza,Boutique,Accessoires & Parfums,2025-10-15,73032.37,JPY,452.8,False
TXN003439,CUST01849,Japon,Tokyo Ginza,Boutique,Haute Joaillerie,2026-04-09,13287617.32,JPY,82383.23,False
TXN003440,CUST01850,Chine,Hong Kong,En ligne,Mariage,2025-08-22,79926.13,CNY,10390.4,False
TXN003441,CUST01850,Chine,Hong Kong,Boutique,Accessoires & Parfums,2026-01-16,6248.74,CNY,812.34,False
TXN003442,CUST01850,Chine,Hong Kong,Boutique,Horlogerie,2026-05-11,157220.73,CNY,20438.7,False
TXN003443,CUST01851,Japon,Tokyo Ginza,Événement privé,Horlogerie,2025-06-30,2855723.4,JPY,17705.49,False
TXN003444,CUST01851,Japon,Tokyo Ginza,Événement privé,Joaillerie,2025-11-15,2641659.91,JPY,16378.29,False
TXN003445,CUST01851,Japon,Tokyo Ginza,Boutique,Joaillerie,2026-03-04,2982294.38,JPY,18490.23,False
TXN003446,CUST01851,Japon,Tokyo Ginza,En ligne,Mariage,2026-06-04,2617039.27,JPY,16225.64,False
TXN003447,CUST01852,Chine,Pékin,En ligne,Horlogerie,2026-04-14,109928.87,CNY,14290.75,False
TXN003448,CUST01853,Chine,Pékin,Boutique,Accessoires & Parfums,2026-02-10,10073.08,CNY,1309.5,False
TXN003449,CUST01853,Chine,Pékin,Boutique,Accessoires & Parfums,2026-06-19,8102.71,CNY,1053.35,False
TXN003450,CUST01854,USA,Bal Harbour,Boutique,Joaillerie,2025-02-27,14425.55,USD,13271.5,False
TXN003451,CUST01854,USA,Bal Harbour,En ligne,Accessoires & Parfums,2025-07-21,831.23,USD,764.73,False
TXN003452,CUST01854,USA,Bal Harbour,Boutique,Joaillerie,2025-12-04,33180.3,USD,30525.88,False
TXN003453,CUST01854,USA,Bal Harbour,En ligne,Joaillerie,2026-03-25,27527.48,USD,25325.28,False
TXN003454,CUST01854,USA,Bal Harbour,Boutique,Accessoires & Parfums,2026-07-29,1168.28,USD,1074.82,False
TXN003455,CUST01855,Chine,Pékin,En ligne,Horlogerie,2026-02-01,353379.74,CNY,45939.37,False
TXN003456,CUST01855,Chine,Pékin,Boutique,Accessoires & Parfums,2026-07-01,8107.06,CNY,1053.92,False
TXN003457,CUST01856,USA,Bal Harbour,Boutique,Accessoires & Parfums,2026-02-19,677.18,USD,623.01,False
TXN003458,CUST01857,USA,New York 5th Ave,Boutique,Joaillerie,2026-01-11,15823.23,USD,14557.38,False
TXN003459,CUST01857,USA,New York 5th Ave,Événement privé,Joaillerie,2026-06-24,10955.36,USD,10078.93,False
TXN003460,CUST01860,USA,Beverly Hills,En ligne,Joaillerie,2025-04-08,13236.04,USD,12177.16,False
TXN003461,CUST01861,France (siège),Cannes,Boutique,Joaillerie,2025-12-11,15989.92,EUR,15989.92,False
TXN003462,CUST01861,France (siège),Cannes,Événement privé,Joaillerie,2026-06-20,9427.15,EUR,9427.15,False
TXN003463,CUST01862,Chine,Pékin,En ligne,Accessoires & Parfums,2026-03-25,7046.02,CNY,915.98,False
TXN003464,CUST01863,France (siège),Cannes,En ligne,Joaillerie,2025-05-19,29580.96,EUR,29580.96,False
TXN003465,CUST01863,France (siège),Cannes,Événement privé,Mariage,2025-08-24,20704.11,EUR,20704.11,False
TXN003466,CUST01863,France (siège),Cannes,Boutique,Accessoires & Parfums,2025-12-17,1687.05,EUR,1687.05,False
TXN003467,CUST01863,France (siège),Cannes,Boutique,Mariage,2026-05-04,18501.96,EUR,18501.96,False
TXN003468,CUST01864,France (siège),Cannes,En ligne,Accessoires & Parfums,2025-06-12,898.93,EUR,898.93,False
TXN003469,CUST01865,USA,Bal Harbour,En ligne,Joaillerie,2026-03-23,29369.34,USD,27019.79,False
TXN003470,CUST01865,USA,Bal Harbour,Boutique,Joaillerie,2026-07-30,7556.5,USD,6951.98,False
TXN003471,CUST01866,Japon,Osaka,En ligne,Accessoires & Parfums,2025-11-29,111535.16,JPY,691.52,False
TXN003472,CUST01866,Japon,Osaka,Événement privé,Joaillerie,2026-05-13,3254277.08,JPY,20176.52,False
TXN003473,CUST01867,Moyen-Orient,Dubaï Mall,Boutique,Horlogerie,2025-03-22,63207.02,AED,15801.75,False
TXN003474,CUST01868,Japon,Osaka,En ligne,Joaillerie,2025-02-11,2922277.65,JPY,18118.12,False
TXN003475,CUST01868,Japon,Osaka,Événement privé,Joaillerie,2025-07-19,3450025.61,JPY,21390.16,False
TXN003476,CUST01869,USA,Bal Harbour,En ligne,Horlogerie,2025-08-01,32649.48,USD,30037.52,False
TXN003477,CUST01870,Japon,Osaka,Boutique,Accessoires & Parfums,2026-06-26,115588.07,JPY,716.65,False
TXN003478,CUST01872,Chine,Pékin,Boutique,Joaillerie,2025-07-02,85120.11,CNY,11065.61,False
TXN003479,CUST01872,Chine,Pékin,En ligne,Accessoires & Parfums,2025-12-14,8328.42,CNY,1082.7,False
TXN003480,CUST01872,Chine,Pékin,En ligne,Accessoires & Parfums,2026-05-22,7734.26,CNY,1005.45,False
TXN003481,CUST01873,Chine,Hong Kong,Boutique,Joaillerie,2025-06-16,142367.8,CNY,18507.81,False
TXN003482,CUST01873,Chine,Hong Kong,Boutique,Accessoires & Parfums,2025-12-27,8281.04,CNY,1076.54,False
TXN003483,CUST01873,Chine,Hong Kong,En ligne,Joaillerie,2026-06-22,102435.86,CNY,13316.66,False
TXN003484,CUST01874,USA,New York 5th Ave,Boutique,Joaillerie,2025-08-05,12255.65,USD,11275.2,False
TXN003485,CUST01874,USA,New York 5th Ave,Boutique,Mariage,2025-12-28,14701.2,USD,13525.11,False
TXN003486,CUST01875,Chine,Hong Kong,En ligne,Haute Joaillerie,2026-03-27,740067.0,CNY,96208.71,False
TXN003487,CUST01876,Japon,Tokyo Ginza,Boutique,Haute Joaillerie,2026-01-11,12727969.45,JPY,78913.41,False
TXN003488,CUST01876,Japon,Tokyo Ginza,Événement privé,Horlogerie,2026-05-25,3516782.82,JPY,21804.05,False
TXN003489,CUST01877,USA,Beverly Hills,En ligne,Horlogerie,2025-06-05,39364.83,USD,36215.65,False
TXN003490,CUST01877,USA,Beverly Hills,Boutique,Accessoires & Parfums,2025-11-08,1099.45,USD,1011.49,False
TXN003491,CUST01877,USA,Beverly Hills,Boutique,Haute Joaillerie,2026-02-25,161738.66,USD,148799.57,False
TXN003492,CUST01877,USA,Beverly Hills,Boutique,Joaillerie,2026-07-31,23365.12,USD,21495.91,False
TXN003493,CUST01879,Moyen-Orient,Abu Dhabi,En ligne,Joaillerie,2025-01-01,48143.82,AED,12035.96,False
TXN003494,CUST01880,Chine,Hong Kong,Boutique,Accessoires & Parfums,2025-05-28,9212.14,CNY,1197.58,False
TXN003495,CUST01880,Chine,Hong Kong,Boutique,Accessoires & Parfums,2025-10-13,5832.11,CNY,758.17,False
TXN003496,CUST01880,Chine,Hong Kong,En ligne,Mariage,2026-03-17,73952.91,CNY,9613.88,False
TXN003497,CUST01881,France (siège),Paris Vendôme,Boutique,Accessoires & Parfums,2026-07-24,820.55,EUR,820.55,False
TXN003498,CUST01882,USA,New York 5th Ave,Boutique,Accessoires & Parfums,2025-11-08,1222.86,USD,1125.03,False
TXN003499,CUST01882,USA,New York 5th Ave,Boutique,Horlogerie,2026-03-27,38831.8,USD,35725.25,False
TXN003500,CUST01883,Moyen-Orient,Abu Dhabi,Boutique,Joaillerie,2026-04-06,109831.11,AED,27457.78,False
TXN003501,CUST01884,Chine,Hong Kong,Boutique,Accessoires & Parfums,2026-05-19,10250.84,CNY,1332.61,False
TXN003502,CUST01885,Chine,Shanghai,En ligne,Horlogerie,2026-03-04,159953.64,CNY,20793.97,False
TXN003503,CUST01886,Japon,Osaka,Événement privé,Mariage,2025-12-22,3450109.44,JPY,21390.68,False
TXN003504,CUST01886,Japon,Osaka,En ligne,Mariage,2026-05-29,1965275.21,JPY,12184.71,False
TXN003505,CUST01887,Moyen-Orient,Dubaï Mall,En ligne,Mariage,2025-04-09,57273.49,AED,14318.37,False
TXN003506,CUST01887,Moyen-Orient,Dubaï Mall,Boutique,Accessoires & Parfums,2025-09-13,2817.38,AED,704.35,False
TXN003507,CUST01887,Moyen-Orient,Dubaï Mall,En ligne,Accessoires & Parfums,2026-03-27,3246.34,AED,811.58,False
TXN003508,CUST01888,France (siège),Paris Vendôme,Boutique,Joaillerie,2025-08-02,13565.56,EUR,13565.56,False
TXN003509,CUST01888,France (siège),Paris Vendôme,Boutique,Joaillerie,2026-01-13,11201.92,EUR,11201.92,False
TXN003510,CUST01888,France (siège),Paris Vendôme,Boutique,Joaillerie,2026-07-30,12868.07,EUR,12868.07,False
TXN003511,CUST01889,Chine,Shanghai,Boutique,Horlogerie,2026-04-08,286119.32,CNY,37195.51,False
TXN003512,CUST01890,Chine,Hong Kong,Boutique,Haute Joaillerie,2025-08-01,934196.94,CNY,121445.6,False
TXN003513,CUST01890,Chine,Hong Kong,En ligne,Haute Joaillerie,2025-11-25,1130207.57,CNY,146926.98,False
TXN003514,CUST01890,Chine,Hong Kong,Événement privé,Accessoires & Parfums,2026-04-05,9417.43,CNY,1224.27,False
TXN003515,CUST01891,Moyen-Orient,Abu Dhabi,En ligne,Accessoires & Parfums,2025-04-08,4532.09,AED,1133.02,False
TXN003516,CUST01891,Moyen-Orient,Abu Dhabi,Boutique,Accessoires & Parfums,2025-10-02,3862.2,AED,965.55,False
TXN003517,CUST01891,Moyen-Orient,Abu Dhabi,Boutique,Accessoires & Parfums,2026-03-29,3650.97,AED,912.74,False
TXN003518,CUST01892,USA,Bal Harbour,Boutique,Accessoires & Parfums,2026-02-20,776.37,USD,714.26,False
TXN003519,CUST01892,USA,Bal Harbour,Événement privé,Joaillerie,2026-07-30,14712.31,USD,13535.32,False
TXN003520,CUST01893,Chine,Pékin,Boutique,Joaillerie,2026-03-17,147309.52,CNY,19150.24,False
TXN003521,CUST01894,USA,Bal Harbour,Boutique,Joaillerie,2025-03-30,19314.77,USD,17769.59,False
TXN003522,CUST01895,Japon,Tokyo Ginza,Boutique,Accessoires & Parfums,2025-02-28,263533.11,JPY,1633.91,False
TXN003523,CUST01895,Japon,Tokyo Ginza,Événement privé,Joaillerie,2025-05-05,3493445.2,JPY,21659.36,False
TXN003524,CUST01895,Japon,Tokyo Ginza,Boutique,Accessoires & Parfums,2025-08-11,173390.3,JPY,1075.02,False
TXN003525,CUST01895,Japon,Tokyo Ginza,Boutique,Joaillerie,2025-10-20,6707623.27,JPY,41587.26,False
TXN003526,CUST01895,Japon,Tokyo Ginza,Événement privé,Joaillerie,2025-12-20,7419181.02,JPY,45998.92,False
TXN003527,CUST01895,Japon,Tokyo Ginza,Événement privé,Mariage,2026-03-11,3732839.94,JPY,23143.61,False
TXN003528,CUST01895,Japon,Tokyo Ginza,Boutique,Joaillerie,2026-05-13,2491532.74,JPY,15447.5,False
TXN003529,CUST01896,USA,Bal Harbour,En ligne,Accessoires & Parfums,2026-01-06,959.19,USD,882.45,False
TXN003530,CUST01897,France (siège),Cannes,Boutique,Joaillerie,2026-03-03,19605.07,EUR,19605.07,False
