customer_id,market,boutique_reference,acquisition_channel,first_purchase_date,tier,lifetime_transactions,lifetime_spend_eur,omnichannel,is_active_last_6m
CUST02135,USA,New York 5th Ave,Recommandation VIC,2025-07-26,VIC,2,83161.6,False,True
CUST02136,Japon,Tokyo Ginza,Boutique (walk-in),2026-03-16,Découverte,0,0.0,False,False
CUST02137,France (siège),Cannes,Recommandation VIC,2026-03-06,Découverte,0,0.0,False,False
CUST02138,France (siège),Cannes,Digital / en ligne,2024-11-29,VIC,4,80756.82,True,False
CUST02139,France (siège),Paris Vendôme,Boutique (walk-in),2025-11-12,Découverte,1,10927.09,False,True
CUST02140,Japon,Tokyo Ginza,Digital / en ligne,2026-03-15,Découverte,0,0.0,False,False
CUST02141,France (siège),Paris Vendôme,Boutique (walk-in),2026-04-09,Découverte,0,0.0,False,False
CUST02142,USA,New York 5th Ave,Boutique (walk-in),2026-04-15,Découverte,0,0.0,False,False
CUST02143,USA,Bal Harbour,Recommandation VIC,2026-03-26,Découverte,0,0.0,False,False
CUST02144,France (siège),Paris Vendôme,Boutique (walk-in),2025-01-26,Client fidèle,3,38251.75,False,True
CUST02145,USA,New York 5th Ave,Boutique (walk-in),2025-12-18,Découverte,1,15124.58,False,True
CUST02146,USA,New York 5th Ave,Boutique (walk-in),2024-11-21,Client fidèle,3,29323.89,True,True
CUST02147,Chine,Shanghai,Digital / en ligne,2025-10-25,Découverte,1,12086.57,False,False
CUST02148,Moyen-Orient,Dubaï Mall,Recommandation VIC,2026-04-07,Découverte,0,0.0,False,False
CUST02149,USA,Beverly Hills,Digital / en ligne,2026-03-27,Découverte,0,0.0,False,False
CUST02150,Chine,Hong Kong,Boutique (walk-in),2025-09-17,VIC,1,73322.4,False,True
CUST02151,Japon,Tokyo Ginza,Événement privé,2025-04-20,Découverte,2,9233.0,True,False
CUST02152,Chine,Pékin,Boutique (walk-in),2025-07-19,Découverte,2,1534.45,False,True
CUST02153,Japon,Tokyo Ginza,Événement privé,2025-10-09,VIC,1,112064.2,False,True
CUST02154,Chine,Shanghai,Événement privé,2024-10-23,Client fidèle,4,26647.7,True,True
CUST02155,USA,Beverly Hills,Boutique (walk-in),2024-12-14,VIC,3,134622.26,True,False
CUST02156,France (siège),Cannes,Recommandation VIC,2024-11-09,VIC,3,131202.83,True,True
CUST02157,Japon,Tokyo Ginza,Recommandation VIC,2025-10-01,VIC,1,117477.34,False,False
CUST02158,Moyen-Orient,Abu Dhabi,Recommandation VIC,2026-04-18,Découverte,0,0.0,False,False
CUST02159,Japon,Osaka,Boutique (walk-in),2024-09-27,Découverte,1,12358.14,False,False
CUST02160,Moyen-Orient,Dubaï Mall,Recommandation VIC,2025-03-04,Découverte,1,479.64,False,False
CUST02161,USA,Bal Harbour,Boutique (walk-in),2026-03-20,Découverte,0,0.0,False,False
CUST02162,Chine,Pékin,Événement privé,2025-11-12,Découverte,1,17850.11,False,True
CUST02163,USA,New York 5th Ave,Boutique (walk-in),2025-12-16,Découverte,1,1160.14,False,True
CUST02164,Moyen-Orient,Abu Dhabi,Boutique (walk-in),2025-07-11,Client fidèle,2,30900.34,False,True
CUST02165,USA,Bal Harbour,Boutique (walk-in),2025-01-01,VIC,2,123167.18,True,False
CUST02166,France (siège),Paris Vendôme,Recommandation VIC,2025-01-01,Client fidèle,3,36976.9,True,True
CUST02167,USA,Bal Harbour,Boutique (walk-in),2025-03-21,Client fidèle,3,20625.63,True,True
CUST02168,France (siège),Paris Vendôme,Boutique (walk-in),2024-12-18,Client fidèle,3,32341.82,False,True
CUST02169,USA,Beverly Hills,Boutique (walk-in),2025-07-29,Découverte,2,1428.15,True,True
CUST02170,USA,Bal Harbour,Digital / en ligne,2025-01-22,Client fidèle,3,61751.38,True,True
CUST02171,Moyen-Orient,Abu Dhabi,Boutique (walk-in),2025-08-17,Découverte,1,8920.01,False,False
CUST02172,Moyen-Orient,Abu Dhabi,Boutique (walk-in),2025-09-12,Découverte,1,574.5,False,True
CUST02173,USA,New York 5th Ave,Recommandation VIC,2024-09-21,Client fidèle,3,39342.76,True,True
CUST02174,USA,Beverly Hills,Recommandation VIC,2025-01-17,Découverte,2,13328.21,False,True
CUST02175,USA,New York 5th Ave,Digital / en ligne,2024-11-05,VIC,4,70496.1,True,True
CUST02176,USA,Beverly Hills,Boutique (walk-in),2024-12-17,Client fidèle,3,43074.77,False,True
CUST02177,France (siège),Cannes,Boutique (walk-in),2024-12-06,Client fidèle,3,22674.83,False,True
CUST02178,Japon,Tokyo Ginza,Boutique (walk-in),2025-07-27,Client fidèle,2,19217.5,True,True
CUST02179,Japon,Tokyo Ginza,Événement privé,2026-01-02,Découverte,1,359.21,False,True
CUST02180,USA,Bal Harbour,Recommandation VIC,2026-01-06,Découverte,1,828.63,False,True
CUST02181,Japon,Osaka,Recommandation VIC,2024-11-26,VIC,5,80128.65,True,True
CUST02182,France (siège),Paris Champs-Élysées,Boutique (walk-in),2026-03-07,Découverte,1,16964.78,False,False
CUST02183,France (siège),Cannes,Recommandation VIC,2025-05-14,Client fidèle,3,43159.03,True,True
CUST02184,Japon,Tokyo Ginza,Boutique (walk-in),2024-11-11,Découverte,1,14313.69,False,False
CUST02185,Japon,Osaka,Boutique (walk-in),2025-11-13,Découverte,1,633.94,False,True
CUST02186,Japon,Osaka,Recommandation VIC,2025-06-07,VIC,2,96070.09,True,True
CUST02187,Japon,Tokyo Ginza,Recommandation VIC,2026-01-25,Découverte,1,299.07,False,True
CUST02188,USA,New York 5th Ave,Boutique (walk-in),2026-02-25,Découverte,0,0.0,False,False
CUST02189,Moyen-Orient,Dubaï Mall,Boutique (walk-in),2025-09-02,Découverte,2,2718.2,False,True
CUST02190,Japon,Tokyo Ginza,Boutique (walk-in),2025-12-14,Découverte,1,279.34,False,True
CUST02191,Chine,Pékin,Recommandation VIC,2024-12-05,Client fidèle,3,50054.32,True,True
CUST02192,France (siège),Paris Champs-Élysées,Recommandation VIC,2025-01-09,Client fidèle,3,37233.99,True,True
CUST02193,France (siège),Paris Champs-Élysées,Digital / en ligne,2025-11-19,Client fidèle,1,22816.26,False,True
CUST02194,Chine,Hong Kong,Recommandation VIC,2025-05-09,Découverte,2,17403.75,False,False
CUST02195,Chine,Hong Kong,Événement privé,2024-12-02,VIC,6,182367.71,True,True
CUST02196,Moyen-Orient,Dubaï Mall,Digital / en ligne,2024-10-22,Client fidèle,3,23167.37,True,True
CUST02197,Japon,Osaka,Boutique (walk-in),2025-07-11,Découverte,2,16983.76,False,True
CUST02198,USA,Bal Harbour,Digital / en ligne,2026-03-06,Découverte,0,0.0,False,False
CUST02199,USA,Beverly Hills,Événement privé,2026-01-06,Client fidèle,2,61212.7,False,True
CUST02200,Japon,Tokyo Ginza,Événement privé,2025-09-09,Découverte,1,7769.04,False,True
CUST02201,Moyen-Orient,Abu Dhabi,Recommandation VIC,2025-08-25,Découverte,1,8142.0,False,True
CUST02202,USA,Bal Harbour,Boutique (walk-in),2024-12-22,VIC,3,202337.56,False,True
CUST02203,France (siège),Paris Vendôme,Recommandation VIC,2025-07-30,Découverte,2,17929.98,False,True
CUST02204,Japon,Osaka,Digital / en ligne,2025-02-12,VIC,3,115969.92,True,True
CUST02205,Japon,Osaka,Digital / en ligne,2024-11-08,Client fidèle,4,36575.65,True,True
CUST02206,France (siège),Paris Vendôme,Digital / en ligne,2026-03-12,Découverte,0,0.0,False,False
CUST02207,Chine,Pékin,Boutique (walk-in),2025-10-18,Découverte,1,16738.16,False,True
CUST02208,USA,New York 5th Ave,Recommandation VIC,2024-11-03,Découverte,4,11996.74,True,True
CUST02209,Chine,Pékin,Boutique (walk-in),2025-12-27,Découverte,1,1162.54,False,True
CUST02210,USA,New York 5th Ave,Boutique (walk-in),2024-10-13,Client fidèle,4,49595.71,True,True
CUST02211,Japon,Tokyo Ginza,Recommandation VIC,2025-08-07,Découverte,2,13024.26,True,True
CUST02212,Chine,Pékin,Recommandation VIC,2025-11-04,VIC,1,86738.18,False,True
CUST02213,USA,Bal Harbour,Digital / en ligne,2025-08-17,Découverte,2,3351.54,False,True
CUST02214,Japon,Osaka,Boutique (walk-in),2025-12-21,Découverte,1,14732.35,False,True
CUST02215,France (siège),Paris Vendôme,Recommandation VIC,2024-12-25,VIC,3,130223.9,True,True
CUST02216,Chine,Shanghai,Recommandation VIC,2025-07-10,Découverte,2,1614.46,True,True
CUST02217,France (siège),Paris Vendôme,Boutique (walk-in),2025-12-27,Client fidèle,1,19601.81,False,True
CUST02218,Chine,Shanghai,Événement privé,2025-10-04,Découverte,1,9823.58,False,True
CUST02219,France (siège),Paris Champs-Élysées,Digital / en ligne,2025-12-08,VIC,1,103088.63,False,True
CUST02220,Chine,Hong Kong,Recommandation VIC,2025-08-02,Découverte,1,1150.36,False,True
CUST02221,USA,Bal Harbour,Boutique (walk-in),2025-03-30,Découverte,3,16786.84,True,True
CUST02222,Japon,Osaka,Boutique (walk-in),2025-04-22,Client fidèle,3,33392.78,False,False
CUST02223,Chine,Hong Kong,Recommandation VIC,2026-01-02,Découverte,1,629.76,False,False
CUST02224,USA,Bal Harbour,Digital / en ligne,2025-02-26,Client fidèle,3,48246.75,False,True
CUST02225,France (siège),Cannes,Digital / en ligne,2026-03-11,Découverte,0,0.0,False,False
CUST02226,Moyen-Orient,Dubaï Mall,Événement privé,2026-03-18,Découverte,0,0.0,False,False
CUST02227,USA,Beverly Hills,Digital / en ligne,2025-01-17,Client fidèle,2,52994.17,True,False
CUST02228,Moyen-Orient,Dubaï Mall,Boutique (walk-in),2026-03-07,Découverte,0,0.0,False,False
CUST02229,Moyen-Orient,Dubaï Mall,Boutique (walk-in),2026-01-25,Découverte,1,866.73,False,True
CUST02230,France (siège),Paris Vendôme,Boutique (walk-in),2025-02-01,Client fidèle,3,25297.58,True,True
CUST02231,Chine,Pékin,Boutique (walk-in),2025-10-01,Découverte,1,12794.87,False,True
CUST02232,USA,Beverly Hills,Événement privé,2026-01-31,Découverte,1,10646.82,False,True
CUST02233,Japon,Tokyo Ginza,Digital / en ligne,2025-11-02,Découverte,1,975.85,False,False
CUST02234,Japon,Tokyo Ginza,Boutique (walk-in),2024-12-09,Client fidèle,3,35117.56,True,True
CUST02235,Moyen-Orient,Abu Dhabi,Événement privé,2025-03-30,Découverte,3,3493.17,True,True
CUST02236,USA,Beverly Hills,Boutique (walk-in),2025-12-30,Découverte,1,465.25,False,True
CUST02237,USA,Beverly Hills,Boutique (walk-in),2025-09-28,Client fidèle,2,20233.23,True,True
CUST02238,Moyen-Orient,Dubaï Mall,Boutique (walk-in),2025-04-29,Client fidèle,2,47449.71,False,True
CUST02239,Chine,Hong Kong,Événement privé,2026-03-19,Découverte,0,0.0,False,False
CUST02240,Chine,Shanghai,Recommandation VIC,2025-03-05,Découverte,2,1529.62,True,True
CUST02241,Japon,Osaka,Recommandation VIC,2024-09-08,VIC,4,105984.94,True,True
CUST02242,Chine,Hong Kong,Boutique (walk-in),2025-06-01,Découverte,2,8764.87,False,True
CUST02243,Japon,Osaka,Digital / en ligne,2026-04-05,Découverte,0,0.0,False,False
CUST02244,France (siège),Cannes,Digital / en ligne,2024-10-15,VIC,4,148644.99,True,True
CUST02245,France (siège),Paris Champs-Élysées,Digital / en ligne,2025-11-03,Client fidèle,1,22943.61,False,True
CUST02246,Chine,Hong Kong,Recommandation VIC,2026-03-19,Découverte,1,513.57,False,False
CUST02247,USA,Beverly Hills,Événement privé,2025-05-02,Découverte,2,1620.63,False,True
CUST02248,Japon,Tokyo Ginza,Événement privé,2025-04-03,VIC,3,68169.69,True,True
CUST02249,Chine,Shanghai,Boutique (walk-in),2024-11-20,VIC,4,136057.42,True,True
CUST02250,USA,New York 5th Ave,Digital / en ligne,2024-11-25,Client fidèle,3,24975.45,False,True
CUST02251,Japon,Osaka,Recommandation VIC,2025-08-22,Découverte,2,12771.95,True,True
CUST02252,Moyen-Orient,Abu Dhabi,Événement privé,2025-11-18,VIC,1,105565.24,False,True
CUST02253,Chine,Shanghai,Boutique (walk-in),2025-11-18,Découverte,1,8830.88,False,True
CUST02254,USA,Bal Harbour,Recommandation VIC,2026-04-13,Découverte,0,0.0,False,False
CUST02255,Moyen-Orient,Abu Dhabi,Événement privé,2025-01-08,Client fidèle,3,34082.92,True,True
CUST02256,Japon,Osaka,Boutique (walk-in),2025-04-23,Very VIP,3,278760.04,True,True
CUST02257,USA,Bal Harbour,Boutique (walk-in),2026-01-23,Découverte,0,0.0,False,False
CUST02258,France (siège),Paris Vendôme,Boutique (walk-in),2026-02-13,Découverte,1,10993.55,False,True
CUST02259,USA,Beverly Hills,Recommandation VIC,2025-07-31,Découverte,2,15320.92,False,True
CUST02260,Moyen-Orient,Abu Dhabi,Boutique (walk-in),2024-11-30,Client fidèle,3,25198.69,False,True
CUST02261,Japon,Osaka,Recommandation VIC,2025-08-11,Découverte,2,9263.46,False,True
CUST02262,France (siège),Cannes,Recommandation VIC,2025-07-18,Découverte,2,1798.07,False,True
CUST02263,Japon,Tokyo Ginza,Boutique (walk-in),2025-09-28,Client fidèle,1,27924.99,False,True
CUST02264,France (siège),Cannes,Digital / en ligne,2026-02-25,Découverte,1,16499.66,False,True
CUST02265,Moyen-Orient,Abu Dhabi,Boutique (walk-in),2026-03-21,Découverte,1,805.56,False,True
CUST02266,Moyen-Orient,Abu Dhabi,Digital / en ligne,2025-11-09,Découverte,1,858.42,False,True
CUST02267,Moyen-Orient,Dubaï Mall,Recommandation VIC,2025-06-04,Client fidèle,2,23758.5,False,True
CUST02268,France (siège),Paris Vendôme,Boutique (walk-in),2024-12-08,Client fidèle,3,18475.99,True,True
CUST02269,France (siège),Paris Vendôme,Digital / en ligne,2025-08-28,Découverte,1,543.83,False,True
CUST02270,Chine,Hong Kong,Boutique (walk-in),2025-09-04,Client fidèle,2,42776.55,False,True
CUST02271,USA,Bal Harbour,Recommandation VIC,2025-07-15,VIC,2,105192.59,True,True
CUST02272,France (siège),Paris Vendôme,Événement privé,2024-10-16,Client fidèle,3,45454.77,True,True
CUST02273,France (siège),Cannes,Recommandation VIC,2026-02-01,Client fidèle,1,23440.11,False,True
CUST02274,Chine,Hong Kong,Digital / en ligne,2025-06-15,Découverte,1,629.27,False,False
CUST02275,Moyen-Orient,Dubaï Mall,Recommandation VIC,2026-01-13,Client fidèle,1,29637.68,False,True
CUST02276,Chine,Hong Kong,Recommandation VIC,2024-10-16,Client fidèle,3,61904.09,False,True
CUST02277,USA,Bal Harbour,Boutique (walk-in),2026-01-16,Découverte,1,671.76,False,True
CUST02278,Japon,Tokyo Ginza,Événement privé,2025-10-08,Client fidèle,2,45888.09,True,True
CUST02279,USA,Bal Harbour,Boutique (walk-in),2025-02-05,Client fidèle,3,39516.47,False,True
CUST02280,USA,Bal Harbour,Boutique (walk-in),2026-03-05,Découverte,0,0.0,False,False
CUST02281,Japon,Tokyo Ginza,Recommandation VIC,2026-02-26,Découverte,0,0.0,False,False
CUST02282,Moyen-Orient,Abu Dhabi,Digital / en ligne,2026-02-28,Découverte,0,0.0,False,False
CUST02283,USA,Beverly Hills,Digital / en ligne,2024-10-08,VIC,4,76504.3,True,True
CUST02284,Moyen-Orient,Dubaï Mall,Recommandation VIC,2026-02-18,Découverte,1,14877.52,False,False
CUST02285,Japon,Tokyo Ginza,Recommandation VIC,2025-10-23,Client fidèle,1,29438.66,False,True
CUST02286,USA,Bal Harbour,Recommandation VIC,2025-12-15,Client fidèle,1,29883.46,False,True
CUST02287,France (siège),Paris Vendôme,Recommandation VIC,2025-12-30,Découverte,1,843.93,False,True
CUST02288,France (siège),Cannes,Boutique (walk-in),2024-11-22,Client fidèle,4,64381.87,True,True
CUST02289,USA,Bal Harbour,Boutique (walk-in),2026-03-11,Découverte,0,0.0,False,False
CUST02290,France (siège),Paris Champs-Élysées,Boutique (walk-in),2025-07-30,Client fidèle,2,27022.82,True,True
CUST02291,France (siège),Paris Vendôme,Recommandation VIC,2025-04-11,Client fidèle,3,46401.88,True,True
CUST02292,USA,Beverly Hills,Recommandation VIC,2025-05-18,Découverte,2,1119.59,False,True
CUST02293,Moyen-Orient,Dubaï Mall,Recommandation VIC,2025-08-28,Découverte,2,8236.35,True,False
CUST02294,USA,Beverly Hills,Événement privé,2025-10-14,VIC,2,65516.76,True,True
CUST02295,USA,New York 5th Ave,Boutique (walk-in),2025-07-19,VIC,2,80399.62,False,True
CUST02296,USA,New York 5th Ave,Boutique (walk-in),2025-04-18,VIC,3,97899.85,True,True
CUST02297,France (siège),Paris Vendôme,Événement privé,2026-01-17,Découverte,1,1015.07,False,True
CUST02298,USA,Bal Harbour,Recommandation VIC,2024-11-01,Découverte,1,14658.73,False,False
CUST02299,Japon,Osaka,Recommandation VIC,2025-09-12,Client fidèle,2,22824.69,False,True
CUST02300,USA,Beverly Hills,Digital / en ligne,2025-02-06,Découverte,3,2539.97,False,True
CUST02301,Japon,Tokyo Ginza,Digital / en ligne,2025-06-17,VIC,2,102826.5,False,True
CUST02302,Japon,Osaka,Recommandation VIC,2026-02-18,Découverte,1,4481.13,False,True
CUST02303,Japon,Osaka,Recommandation VIC,2024-12-05,Client fidèle,3,43644.77,True,True
CUST02304,USA,Beverly Hills,Boutique (walk-in),2024-09-03,Client fidèle,4,27658.77,True,True
CUST02305,Chine,Pékin,Boutique (walk-in),2025-05-26,Client fidèle,2,33699.87,False,True
CUST02306,Chine,Hong Kong,Boutique (walk-in),2025-06-06,Client fidèle,2,20281.88,True,True
CUST02307,USA,Bal Harbour,Événement privé,2025-10-24,Découverte,1,3357.03,False,True
CUST02308,France (siège),Cannes,Événement privé,2026-01-12,Découverte,1,581.37,False,True
CUST02309,France (siège),Paris Vendôme,Boutique (walk-in),2024-09-05,VIC,5,87401.77,True,True
CUST02310,Chine,Pékin,Événement privé,2025-09-10,Découverte,1,14023.2,False,True
CUST02311,Moyen-Orient,Abu Dhabi,Boutique (walk-in),2025-07-09,Client fidèle,3,20711.94,True,True
CUST02312,USA,Beverly Hills,Boutique (walk-in),2024-09-20,Client fidèle,4,44938.38,True,True
CUST02313,Moyen-Orient,Dubaï Mall,Recommandation VIC,2025-11-04,Client fidèle,1,19697.25,False,False
CUST02314,Japon,Tokyo Ginza,Événement privé,2025-07-05,VIC,2,179660.7,False,True
CUST02315,Moyen-Orient,Abu Dhabi,Boutique (walk-in),2024-11-09,Découverte,4,12903.57,True,True
CUST02316,France (siège),Paris Vendôme,Digital / en ligne,2025-04-26,Client fidèle,2,31952.78,True,True
CUST02317,USA,New York 5th Ave,Boutique (walk-in),2025-04-02,Client fidèle,4,55122.05,True,True
CUST02318,USA,New York 5th Ave,Boutique (walk-in),2025-08-25,VIC,2,74940.44,True,True
CUST02319,USA,Beverly Hills,Boutique (walk-in),2026-03-31,Découverte,0,0.0,False,False
CUST02320,USA,New York 5th Ave,Boutique (walk-in),2024-11-13,Client fidèle,3,46697.02,True,True
CUST02321,France (siège),Cannes,Boutique (walk-in),2025-12-31,Découverte,1,875.93,False,True
CUST02322,Japon,Osaka,Recommandation VIC,2026-01-21,Découverte,1,674.94,False,True
CUST02323,Japon,Osaka,Boutique (walk-in),2024-09-12,Client fidèle,4,45438.23,True,True
CUST02324,Japon,Tokyo Ginza,Digital / en ligne,2024-09-24,Découverte,1,630.89,False,False
CUST02325,USA,New York 5th Ave,Événement privé,2024-11-14,Client fidèle,3,20204.07,True,True
CUST02326,France (siège),Paris Champs-Élysées,Recommandation VIC,2026-03-16,Découverte,0,0.0,False,False
CUST02327,USA,Bal Harbour,Événement privé,2025-10-17,Découverte,1,749.27,False,False
CUST02328,Moyen-Orient,Dubaï Mall,Boutique (walk-in),2025-11-27,Découverte,1,10013.48,False,True
CUST02329,France (siège),Cannes,Boutique (walk-in),2025-11-25,Client fidèle,1,18301.83,False,True
CUST02330,France (siège),Paris Champs-Élysées,Recommandation VIC,2025-09-28,Découverte,1,15639.94,False,False
CUST02331,Japon,Tokyo Ginza,Recommandation VIC,2025-10-14,Découverte,1,12881.89,False,True
CUST02332,France (siège),Paris Champs-Élysées,Boutique (walk-in),2025-07-19,Client fidèle,3,47675.61,True,False
CUST02333,USA,Bal Harbour,Boutique (walk-in),2025-04-08,VIC,3,156947.88,True,True
CUST02334,France (siège),Cannes,Boutique (walk-in),2025-04-03,Découverte,3,1900.93,True,True
CUST02335,Chine,Shanghai,Recommandation VIC,2025-09-05,Découverte,1,1051.83,False,True
CUST02336,Chine,Shanghai,Digital / en ligne,2026-01-09,Client fidèle,1,25094.17,False,True
CUST02337,France (siège),Paris Champs-Élysées,Digital / en ligne,2026-02-25,Découverte,0,0.0,False,False
CUST02338,Japon,Tokyo Ginza,Recommandation VIC,2025-04-03,Découverte,1,7591.5,False,False
CUST02339,Chine,Pékin,Boutique (walk-in),2026-04-22,Découverte,0,0.0,False,False
CUST02340,USA,Bal Harbour,Recommandation VIC,2025-01-31,VIC,3,71330.11,True,True
CUST02341,Japon,Osaka,Événement privé,2026-01-04,Découverte,1,767.54,False,True
CUST02342,USA,Beverly Hills,Boutique (walk-in),2024-10-15,Découverte,1,381.74,False,False
CUST02343,USA,Beverly Hills,Recommandation VIC,2025-12-20,Découverte,1,9363.5,False,True
CUST02344,USA,Beverly Hills,Digital / en ligne,2025-07-11,Client fidèle,1,27208.71,False,False
CUST02345,USA,New York 5th Ave,Boutique (walk-in),2024-11-30,Client fidèle,3,38889.77,True,True
CUST02346,France (siège),Paris Vendôme,Recommandation VIC,2026-04-23,Découverte,0,0.0,False,False
CUST02347,Chine,Hong Kong,Événement privé,2025-11-13,Découverte,1,483.23,False,True
CUST02348,Japon,Osaka,Boutique (walk-in),2024-09-11,Client fidèle,4,37527.24,True,True
CUST02349,France (siège),Paris Champs-Élysées,Recommandation VIC,2025-12-01,Découverte,1,16446.26,False,False
CUST02350,Japon,Tokyo Ginza,Digital / en ligne,2025-10-18,Découverte,1,13407.62,False,True
CUST02351,Chine,Shanghai,Recommandation VIC,2026-01-12,Découverte,1,8253.4,False,True
CUST02352,USA,Beverly Hills,Recommandation VIC,2025-03-18,Découverte,2,10396.67,True,True
CUST02353,Japon,Tokyo Ginza,Recommandation VIC,2025-11-08,Découverte,1,640.02,False,True
CUST02354,Chine,Hong Kong,Digital / en ligne,2024-09-24,Client fidèle,3,47860.15,False,True
CUST02355,Chine,Shanghai,Recommandation VIC,2024-11-03,Client fidèle,3,28670.67,True,True
CUST02356,USA,New York 5th Ave,Boutique (walk-in),2025-02-24,Découverte,2,1230.94,False,False
CUST02357,USA,Beverly Hills,Boutique (walk-in),2025-10-28,Client fidèle,1,29324.44,False,True
CUST02358,Chine,Shanghai,Digital / en ligne,2025-06-19,Client fidèle,2,22758.24,True,True
CUST02359,USA,Bal Harbour,Digital / en ligne,2024-09-15,VIC,5,86495.78,False,True
CUST02360,Japon,Osaka,Digital / en ligne,2026-04-10,Découverte,0,0.0,False,False
CUST02361,Chine,Pékin,Digital / en ligne,2026-03-10,Découverte,0,0.0,False,False
CUST02362,Chine,Shanghai,Boutique (walk-in),2025-04-09,VIC,2,84246.9,True,True
CUST02363,Chine,Shanghai,Recommandation VIC,2026-04-11,Découverte,0,0.0,False,False
CUST02364,Japon,Tokyo Ginza,Digital / en ligne,2025-03-04,Découverte,1,11278.17,False,False
CUST02365,France (siège),Paris Champs-Élysées,Boutique (walk-in),2026-03-20,VIC,1,115616.3,False,True
CUST02366,USA,New York 5th Ave,Digital / en ligne,2024-09-24,Very VIP,5,802527.98,True,True
CUST02367,Chine,Pékin,Recommandation VIC,2026-01-09,Découverte,1,15634.82,False,True
CUST02368,Chine,Pékin,Digital / en ligne,2025-09-11,Découverte,2,3162.8,True,True
CUST02369,France (siège),Cannes,Boutique (walk-in),2025-03-20,Client fidèle,3,35323.08,True,True
CUST02370,USA,New York 5th Ave,Événement privé,2026-03-21,Découverte,0,0.0,False,False
CUST02371,Chine,Pékin,Recommandation VIC,2025-12-23,Découverte,1,7129.03,False,True
CUST02372,France (siège),Paris Vendôme,Boutique (walk-in),2025-11-17,Découverte,1,16078.52,False,True
CUST02373,France (siège),Paris Champs-Élysées,Digital / en ligne,2025-05-13,Découverte,2,13351.74,True,True
CUST02374,Japon,Tokyo Ginza,Boutique (walk-in),2024-11-24,Découverte,3,1841.4,True,True
CUST02375,Japon,Tokyo Ginza,Boutique (walk-in),2024-10-21,Client fidèle,3,49653.06,True,False
CUST02376,France (siège),Paris Champs-Élysées,Recommandation VIC,2025-08-14,Client fidèle,2,43248.92,False,True
CUST02377,USA,Bal Harbour,Recommandation VIC,2024-12-27,Client fidèle,4,61132.37,True,True
CUST02378,Japon,Osaka,Recommandation VIC,2025-05-29,Client fidèle,1,18058.62,False,False
CUST02379,Chine,Pékin,Recommandation VIC,2024-11-07,VIC,2,108716.52,True,False
CUST02380,France (siège),Paris Vendôme,Événement privé,2026-03-05,Découverte,1,853.96,False,True
CUST02381,USA,New York 5th Ave,Recommandation VIC,2025-09-16,Découverte,1,13717.03,False,True
CUST02382,France (siège),Paris Vendôme,Boutique (walk-in),2025-11-16,Client fidèle,1,25424.77,False,True
CUST02383,Moyen-Orient,Abu Dhabi,Digital / en ligne,2026-01-18,Découverte,1,908.71,False,True
CUST02384,Moyen-Orient,Dubaï Mall,Recommandation VIC,2026-02-16,Client fidèle,1,32853.76,False,False
CUST02385,USA,Bal Harbour,Boutique (walk-in),2025-04-27,Découverte,2,14776.3,False,True
CUST02386,Moyen-Orient,Dubaï Mall,Recommandation VIC,2026-03-09,Découverte,0,0.0,False,False
CUST02387,Japon,Tokyo Ginza,Digital / en ligne,2026-02-23,Découverte,0,0.0,False,False
CUST02388,Moyen-Orient,Dubaï Mall,Recommandation VIC,2026-01-29,Client fidèle,1,22823.48,False,False
CUST02389,Moyen-Orient,Abu Dhabi,Boutique (walk-in),2024-09-30,Client fidèle,2,20329.06,False,False
CUST02390,Chine,Shanghai,Recommandation VIC,2026-04-07,Découverte,0,0.0,False,False
CUST02391,Chine,Hong Kong,Digital / en ligne,2024-09-11,Client fidèle,4,63929.93,True,True
CUST02392,USA,New York 5th Ave,Événement privé,2026-02-28,Découverte,0,0.0,False,False
CUST02393,Chine,Hong Kong,Digital / en ligne,2025-03-22,VIC,2,134560.68,False,True
CUST02394,Chine,Shanghai,Digital / en ligne,2025-06-23,VIC,2,142081.04,False,True
CUST02395,Moyen-Orient,Abu Dhabi,Digital / en ligne,2025-04-03,Découverte,1,812.19,False,False
CUST02396,USA,New York 5th Ave,Digital / en ligne,2025-09-16,Client fidèle,2,31492.02,False,True
CUST02397,Moyen-Orient,Dubaï Mall,Événement privé,2025-04-03,Client fidèle,1,24297.51,False,False
CUST02398,Moyen-Orient,Abu Dhabi,Événement privé,2024-11-28,Client fidèle,3,32244.69,True,False
CUST02399,USA,Beverly Hills,Boutique (walk-in),2025-11-03,Découverte,1,10684.72,False,False
CUST02400,USA,New York 5th Ave,Recommandation VIC,2024-10-05,Découverte,2,10259.33,True,False
CUST02401,France (siège),Paris Champs-Élysées,Digital / en ligne,2025-10-13,Découverte,1,6153.37,False,True
CUST02402,Chine,Hong Kong,Événement privé,2026-04-10,Découverte,0,0.0,False,False
CUST02403,Chine,Pékin,Boutique (walk-in),2024-09-10,VIC,4,72858.69,True,True
CUST02404,USA,Bal Harbour,Boutique (walk-in),2025-12-05,Découverte,1,1214.81,False,True
CUST02405,Japon,Osaka,Boutique (walk-in),2024-10-16,Découverte,4,16660.13,False,True
CUST02406,Japon,Tokyo Ginza,Digital / en ligne,2024-11-07,VIC,4,125271.41,True,True
CUST02407,Japon,Osaka,Recommandation VIC,2025-07-03,Découverte,2,14515.36,True,True
CUST02408,Japon,Tokyo Ginza,Digital / en ligne,2025-01-08,VIC,4,85817.59,True,True
