touchpoint_id,customer_id,touchpoint_date,type,market
TP008687,CUST02273,2026-04-15,Appel conseiller de vente,France (siège)
TP008688,CUST02273,2026-03-25,Événement VIC,France (siège)
TP008689,CUST02273,2026-04-03,Ouverture newsletter,France (siège)
TP008690,CUST02274,2025-09-04,Ouverture newsletter,France (siège)
TP008691,CUST02274,2026-01-29,Rendez-vous boutique,France (siège)
TP008692,CUST02274,2026-01-24,Appel conseiller de vente,France (siège)
TP008693,CUST02274,2026-06-22,Événement VIC,France (siège)
TP008694,CUST02275,2025-10-14,Ouverture newsletter,USA
TP008695,CUST02275,2026-03-10,Appel conseiller de vente,USA
TP008696,CUST02275,2026-03-10,Visite site e-commerce,USA
TP008697,CUST02275,2026-03-30,Ouverture newsletter,USA
TP008698,CUST02276,2026-02-26,Rendez-vous boutique,Moyen-Orient
TP008699,CUST02276,2026-02-28,Rendez-vous boutique,Moyen-Orient
TP008700,CUST02276,2026-07-24,Événement VIC,Moyen-Orient
TP008701,CUST02276,2026-07-31,Événement VIC,Moyen-Orient
TP008702,CUST02277,2026-01-09,Visite site e-commerce,USA
TP008703,CUST02277,2026-01-09,Rendez-vous boutique,USA
TP008704,CUST02277,2026-05-14,Rendez-vous boutique,USA
TP008705,CUST02277,2026-05-19,Ouverture newsletter,USA
TP008706,CUST02278,2025-12-09,Appel conseiller de vente,USA
TP008707,CUST02278,2025-11-25,Appel conseiller de vente,USA
TP008708,CUST02278,2026-05-27,Événement VIC,USA
TP008709,CUST02278,2026-05-20,Appel conseiller de vente,USA
TP008710,CUST02278,2026-05-23,Événement VIC,USA
TP008711,CUST02279,2025-08-28,Événement VIC,USA
TP008712,CUST02279,2025-09-07,Événement VIC,USA
TP008713,CUST02279,2026-02-23,Événement VIC,USA
TP008714,CUST02279,2026-02-08,Visite site e-commerce,USA
TP008715,CUST02279,2026-02-27,Rendez-vous boutique,USA
TP008716,CUST02279,2026-07-18,Événement VIC,USA
TP008717,CUST02279,2026-06-27,Événement VIC,USA
TP008718,CUST02279,2026-06-29,Événement VIC,USA
TP008719,CUST02280,2026-06-06,Visite site e-commerce,France (siège)
TP008720,CUST02280,2026-06-18,Appel conseiller de vente,France (siège)
TP008721,CUST02280,2026-06-30,Événement VIC,France (siège)
TP008722,CUST02281,2025-04-23,Appel conseiller de vente,USA
TP008723,CUST02281,2025-04-22,Visite site e-commerce,USA
TP008724,CUST02282,2026-01-18,Événement VIC,Japon
TP008725,CUST02282,2026-01-14,Visite site e-commerce,Japon
TP008726,CUST02282,2026-06-15,Événement VIC,Japon
TP008727,CUST02282,2026-06-23,Visite site e-commerce,Japon
TP008728,CUST02282,2026-06-04,Ouverture newsletter,Japon
TP008729,CUST02283,2025-07-12,Appel conseiller de vente,USA
TP008730,CUST02283,2025-07-07,Événement VIC,USA
TP008731,CUST02283,2025-06-28,Visite site e-commerce,USA
TP008732,CUST02283,2026-01-08,Ouverture newsletter,USA
TP008733,CUST02283,2026-01-22,Événement VIC,USA
TP008734,CUST02283,2026-07-03,Visite site e-commerce,USA
TP008735,CUST02283,2026-06-22,Ouverture newsletter,USA
TP008736,CUST02283,2026-06-22,Événement VIC,USA
TP008737,CUST02284,2025-11-12,Événement VIC,Japon
TP008738,CUST02284,2026-04-04,Ouverture newsletter,Japon
TP008739,CUST02284,2026-04-09,Appel conseiller de vente,Japon
TP008740,CUST02285,2026-07-26,Appel conseiller de vente,Japon
TP008741,CUST02285,2026-07-25,Ouverture newsletter,Japon
TP008742,CUST02286,2025-06-14,Appel conseiller de vente,Japon
TP008743,CUST02286,2025-06-13,Événement VIC,Japon
TP008744,CUST02286,2025-12-28,Événement VIC,Japon
TP008745,CUST02286,2025-12-16,Appel conseiller de vente,Japon
TP008746,CUST02286,2026-05-16,Événement VIC,Japon
TP008747,CUST02286,2026-05-30,Visite site e-commerce,Japon
TP008748,CUST02286,2026-05-13,Rendez-vous boutique,Japon
TP008749,CUST02287,2025-02-17,Ouverture newsletter,USA
TP008750,CUST02287,2025-02-27,Ouverture newsletter,USA
TP008751,CUST02287,2025-03-10,Rendez-vous boutique,USA
TP008752,CUST02287,2025-09-03,Rendez-vous boutique,USA
TP008753,CUST02287,2026-01-13,Visite site e-commerce,USA
TP008754,CUST02287,2026-01-13,Appel conseiller de vente,USA
TP008755,CUST02287,2026-06-05,Rendez-vous boutique,USA
TP008756,CUST02288,2025-11-17,Événement VIC,Chine
TP008757,CUST02288,2026-05-13,Appel conseiller de vente,Chine
TP008758,CUST02289,2025-11-13,Rendez-vous boutique,Chine
TP008759,CUST02289,2025-11-16,Appel conseiller de vente,Chine
TP008760,CUST02289,2026-04-05,Visite site e-commerce,Chine
TP008761,CUST02290,2026-03-21,Appel conseiller de vente,USA
TP008762,CUST02290,2026-03-03,Visite site e-commerce,USA
TP008763,CUST02290,2026-03-09,Appel conseiller de vente,USA
TP008764,CUST02291,2026-06-05,Ouverture newsletter,France (siège)
TP008765,CUST02291,2026-06-19,Visite site e-commerce,France (siège)
TP008766,CUST02292,2025-01-23,Événement VIC,France (siège)
TP008767,CUST02292,2025-02-04,Événement VIC,France (siège)
TP008768,CUST02292,2025-05-22,Appel conseiller de vente,France (siège)
TP008769,CUST02292,2025-05-27,Rendez-vous boutique,France (siège)
TP008770,CUST02292,2025-10-15,Visite site e-commerce,France (siège)
TP008771,CUST02292,2025-10-07,Appel conseiller de vente,France (siège)
TP008772,CUST02292,2025-10-11,Ouverture newsletter,France (siège)
TP008773,CUST02292,2026-03-06,Appel conseiller de vente,France (siège)
TP008774,CUST02292,2026-07-29,Appel conseiller de vente,France (siège)
TP008775,CUST02292,2026-07-23,Appel conseiller de vente,France (siège)
TP008776,CUST02293,2026-02-20,Visite site e-commerce,Chine
TP008777,CUST02294,2025-10-15,Événement VIC,Moyen-Orient
TP008778,CUST02294,2025-10-15,Événement VIC,Moyen-Orient
TP008779,CUST02294,2026-03-05,Appel conseiller de vente,Moyen-Orient
TP008780,CUST02294,2026-03-13,Visite site e-commerce,Moyen-Orient
TP008781,CUST02294,2026-07-14,Rendez-vous boutique,Moyen-Orient
TP008782,CUST02294,2026-07-26,Événement VIC,Moyen-Orient
TP008783,CUST02295,2025-03-06,Appel conseiller de vente,USA
TP008784,CUST02295,2025-07-31,Visite site e-commerce,USA
TP008785,CUST02295,2025-07-11,Visite site e-commerce,USA
TP008786,CUST02295,2025-07-26,Ouverture newsletter,USA
TP008787,CUST02295,2025-12-04,Rendez-vous boutique,USA
TP008788,CUST02295,2025-12-10,Rendez-vous boutique,USA
TP008789,CUST02295,2025-12-13,Ouverture newsletter,USA
TP008790,CUST02295,2026-04-29,Ouverture newsletter,USA
TP008791,CUST02295,2026-05-08,Événement VIC,USA
TP008792,CUST02295,2026-05-09,Événement VIC,USA
TP008793,CUST02296,2026-04-17,Visite site e-commerce,Moyen-Orient
TP008794,CUST02297,2025-11-30,Ouverture newsletter,Japon
TP008795,CUST02297,2026-04-26,Visite site e-commerce,Japon
TP008796,CUST02298,2025-04-18,Rendez-vous boutique,Moyen-Orient
TP008797,CUST02298,2025-04-06,Visite site e-commerce,Moyen-Orient
TP008798,CUST02298,2025-04-02,Visite site e-commerce,Moyen-Orient
TP008799,CUST02298,2025-08-17,Rendez-vous boutique,Moyen-Orient
TP008800,CUST02298,2025-08-13,Événement VIC,Moyen-Orient
TP008801,CUST02298,2025-12-27,Appel conseiller de vente,Moyen-Orient
TP008802,CUST02298,2025-12-13,Événement VIC,Moyen-Orient
TP008803,CUST02298,2026-05-21,Événement VIC,Moyen-Orient
TP008804,CUST02298,2026-05-26,Visite site e-commerce,Moyen-Orient
TP008805,CUST02299,2025-09-02,Appel conseiller de vente,France (siège)
TP008806,CUST02299,2025-09-01,Ouverture newsletter,France (siège)
TP008807,CUST02299,2026-03-27,Visite site e-commerce,France (siège)
TP008808,CUST02299,2026-03-18,Événement VIC,France (siège)
TP008809,CUST02300,2025-06-29,Événement VIC,USA
TP008810,CUST02300,2025-07-12,Rendez-vous boutique,USA
TP008811,CUST02300,2025-10-22,Ouverture newsletter,USA
TP008812,CUST02300,2026-02-11,Rendez-vous boutique,USA
TP008813,CUST02300,2026-02-16,Rendez-vous boutique,USA
TP008814,CUST02300,2026-05-29,Rendez-vous boutique,USA
TP008815,CUST02300,2026-06-15,Rendez-vous boutique,USA
TP008816,CUST02300,2026-06-09,Visite site e-commerce,USA
TP008817,CUST02301,2026-02-04,Événement VIC,USA
TP008818,CUST02301,2026-01-24,Ouverture newsletter,USA
TP008819,CUST02301,2026-01-20,Appel conseiller de vente,USA
TP008820,CUST02301,2026-07-05,Événement VIC,USA
TP008821,CUST02301,2026-07-11,Appel conseiller de vente,USA
TP008822,CUST02303,2025-05-01,Visite site e-commerce,USA
TP008823,CUST02303,2025-04-25,Appel conseiller de vente,USA
TP008824,CUST02303,2025-11-24,Visite site e-commerce,USA
TP008825,CUST02303,2026-06-02,Événement VIC,USA
TP008826,CUST02303,2026-05-22,Visite site e-commerce,USA
TP008827,CUST02303,2026-05-30,Visite site e-commerce,USA
TP008828,CUST02304,2026-06-21,Ouverture newsletter,France (siège)
TP008829,CUST02304,2026-06-21,Rendez-vous boutique,France (siège)
TP008830,CUST02304,2026-06-12,Ouverture newsletter,France (siège)
TP008831,CUST02305,2026-07-04,Visite site e-commerce,Japon
TP008832,CUST02305,2026-07-05,Événement VIC,Japon
TP008833,CUST02306,2025-01-27,Visite site e-commerce,Japon
TP008834,CUST02306,2025-01-31,Visite site e-commerce,Japon
TP008835,CUST02306,2025-08-16,Appel conseiller de vente,Japon
TP008836,CUST02306,2026-01-25,Événement VIC,Japon
TP008837,CUST02306,2026-01-26,Ouverture newsletter,Japon
TP008838,CUST02306,2026-06-05,Rendez-vous boutique,Japon
TP008839,CUST02307,2025-02-15,Événement VIC,Japon
TP008840,CUST02308,2025-05-10,Visite site e-commerce,USA
TP008841,CUST02308,2025-05-12,Appel conseiller de vente,USA
TP008842,CUST02308,2025-05-09,Appel conseiller de vente,USA
TP008843,CUST02308,2025-11-10,Rendez-vous boutique,USA
TP008844,CUST02308,2025-11-13,Événement VIC,USA
TP008845,CUST02308,2025-11-02,Ouverture newsletter,USA
TP008846,CUST02308,2026-03-27,Appel conseiller de vente,USA
TP008847,CUST02310,2026-02-14,Événement VIC,USA
TP008848,CUST02310,2026-02-11,Visite site e-commerce,USA
TP008849,CUST02310,2026-03-03,Appel conseiller de vente,USA
TP008850,CUST02311,2026-06-05,Visite site e-commerce,Moyen-Orient
TP008851,CUST02311,2026-06-07,Ouverture newsletter,Moyen-Orient
TP008852,CUST02312,2026-03-31,Événement VIC,France (siège)
TP008853,CUST02312,2026-03-13,Appel conseiller de vente,France (siège)
TP008854,CUST02313,2026-03-23,Appel conseiller de vente,France (siège)
TP008855,CUST02313,2026-03-17,Appel conseiller de vente,France (siège)
TP008856,CUST02314,2026-03-23,Événement VIC,Japon
TP008857,CUST02314,2026-04-07,Appel conseiller de vente,Japon
TP008858,CUST02314,2026-04-07,Événement VIC,Japon
TP008859,CUST02315,2025-12-07,Appel conseiller de vente,France (siège)
TP008860,CUST02315,2025-12-07,Événement VIC,France (siège)
TP008861,CUST02315,2026-03-21,Rendez-vous boutique,France (siège)
TP008862,CUST02315,2026-04-09,Événement VIC,France (siège)
TP008863,CUST02315,2026-06-28,Événement VIC,France (siège)
TP008864,CUST02315,2026-06-24,Appel conseiller de vente,France (siège)
TP008865,CUST02316,2025-07-11,Ouverture newsletter,USA
TP008866,CUST02316,2025-07-18,Ouverture newsletter,USA
TP008867,CUST02316,2025-11-25,Ouverture newsletter,USA
TP008868,CUST02316,2026-05-03,Rendez-vous boutique,USA
TP008869,CUST02316,2026-04-17,Visite site e-commerce,USA
TP008870,CUST02317,2025-07-15,Rendez-vous boutique,France (siège)
TP008871,CUST02317,2025-06-30,Ouverture newsletter,France (siège)
TP008872,CUST02317,2026-01-17,Événement VIC,France (siège)
TP008873,CUST02317,2026-01-08,Ouverture newsletter,France (siège)
TP008874,CUST02317,2026-01-12,Ouverture newsletter,France (siège)
TP008875,CUST02317,2026-06-05,Rendez-vous boutique,France (siège)
TP008876,CUST02318,2026-03-11,Événement VIC,Chine
TP008877,CUST02318,2026-03-02,Ouverture newsletter,Chine
TP008878,CUST02318,2026-03-07,Ouverture newsletter,Chine
TP008879,CUST02319,2026-03-31,Visite site e-commerce,Chine
TP008880,CUST02321,2025-08-25,Visite site e-commerce,Japon
TP008881,CUST02323,2025-05-22,Ouverture newsletter,USA
TP008882,CUST02323,2025-06-04,Ouverture newsletter,USA
TP008883,CUST02323,2025-10-25,Visite site e-commerce,USA
TP008884,CUST02323,2026-02-28,Appel conseiller de vente,USA
TP008885,CUST02323,2026-02-05,Ouverture newsletter,USA
TP008886,CUST02324,2026-06-15,Appel conseiller de vente,Japon
TP008887,CUST02324,2026-06-12,Ouverture newsletter,Japon
TP008888,CUST02325,2025-02-21,Événement VIC,USA
TP008889,CUST02325,2025-02-20,Rendez-vous boutique,USA
TP008890,CUST02325,2025-02-16,Rendez-vous boutique,USA
TP008891,CUST02326,2026-06-13,Appel conseiller de vente,USA
TP008892,CUST02327,2026-03-02,Événement VIC,USA
TP008893,CUST02327,2026-02-16,Visite site e-commerce,USA
TP008894,CUST02328,2025-05-05,Ouverture newsletter,USA
TP008895,CUST02328,2025-10-12,Événement VIC,USA
TP008896,CUST02328,2025-10-04,Ouverture newsletter,USA
TP008897,CUST02328,2025-09-22,Visite site e-commerce,USA
TP008898,CUST02328,2026-03-28,Événement VIC,USA
TP008899,CUST02330,2026-04-20,Appel conseiller de vente,Chine
TP008900,CUST02331,2025-01-29,Ouverture newsletter,Japon
TP008901,CUST02331,2025-02-11,Événement VIC,Japon
TP008902,CUST02331,2025-07-10,Visite site e-commerce,Japon
TP008903,CUST02331,2025-07-08,Ouverture newsletter,Japon
TP008904,CUST02331,2025-07-17,Visite site e-commerce,Japon
TP008905,CUST02331,2026-01-12,Appel conseiller de vente,Japon
TP008906,CUST02331,2026-01-08,Ouverture newsletter,Japon
TP008907,CUST02331,2026-06-16,Rendez-vous boutique,Japon
TP008908,CUST02331,2026-06-10,Rendez-vous boutique,Japon
TP008909,CUST02332,2026-04-24,Rendez-vous boutique,France (siège)
TP008910,CUST02332,2026-04-27,Visite site e-commerce,France (siège)
TP008911,CUST02332,2026-04-23,Ouverture newsletter,France (siège)
TP008912,CUST02333,2026-02-19,Événement VIC,Japon
TP008913,CUST02334,2026-06-04,Appel conseiller de vente,Chine
TP008914,CUST02335,2025-09-22,Appel conseiller de vente,USA
TP008915,CUST02335,2025-09-12,Ouverture newsletter,USA
TP008916,CUST02335,2026-04-07,Visite site e-commerce,USA
TP008917,CUST02335,2026-04-11,Appel conseiller de vente,USA
TP008918,CUST02336,2026-03-03,Ouverture newsletter,Japon
TP008919,CUST02336,2026-03-12,Ouverture newsletter,Japon
TP008920,CUST02336,2026-02-24,Ouverture newsletter,Japon
TP008921,CUST02337,2025-03-16,Rendez-vous boutique,Chine
TP008922,CUST02337,2025-08-23,Événement VIC,Chine
TP008923,CUST02337,2026-03-17,Événement VIC,Chine
TP008924,CUST02337,2026-03-27,Appel conseiller de vente,Chine
TP008925,CUST02338,2025-05-05,Événement VIC,Chine
TP008926,CUST02338,2025-05-08,Événement VIC,Chine
TP008927,CUST02338,2025-05-05,Appel conseiller de vente,Chine
TP008928,CUST02338,2025-11-11,Ouverture newsletter,Chine
TP008929,CUST02338,2025-11-08,Événement VIC,Chine
TP008930,CUST02338,2025-11-16,Visite site e-commerce,Chine
TP008931,CUST02338,2026-05-04,Appel conseiller de vente,Chine
TP008932,CUST02339,2025-08-26,Rendez-vous boutique,USA
TP008933,CUST02339,2025-08-11,Visite site e-commerce,USA
TP008934,CUST02339,2025-08-16,Visite site e-commerce,USA
TP008935,CUST02339,2026-02-24,Événement VIC,USA
TP008936,CUST02339,2026-02-20,Rendez-vous boutique,USA
TP008937,CUST02339,2026-02-16,Rendez-vous boutique,USA
TP008938,CUST02340,2026-04-12,Ouverture newsletter,USA
TP008939,CUST02340,2026-04-12,Appel conseiller de vente,USA
TP008940,CUST02341,2025-11-13,Appel conseiller de vente,Chine
TP008941,CUST02341,2025-11-16,Rendez-vous boutique,Chine
TP008942,CUST02341,2026-05-14,Événement VIC,Chine
TP008943,CUST02342,2025-01-09,Ouverture newsletter,USA
TP008944,CUST02342,2024-12-24,Rendez-vous boutique,USA
TP008945,CUST02342,2025-05-02,Rendez-vous boutique,USA
TP008946,CUST02342,2025-04-24,Appel conseiller de vente,USA
TP008947,CUST02342,2025-04-23,Événement VIC,USA
TP008948,CUST02342,2025-08-18,Ouverture newsletter,USA
TP008949,CUST02342,2026-01-14,Appel conseiller de vente,USA
TP008950,CUST02342,2026-01-26,Rendez-vous boutique,USA
TP008951,CUST02342,2026-01-24,Ouverture newsletter,USA
TP008952,CUST02342,2026-05-20,Ouverture newsletter,USA
TP008953,CUST02342,2026-05-12,Appel conseiller de vente,USA
TP008954,CUST02345,2025-09-13,Appel conseiller de vente,Chine
TP008955,CUST02345,2026-02-28,Ouverture newsletter,Chine
TP008956,CUST02347,2025-09-07,Rendez-vous boutique,Japon
TP008957,CUST02348,2026-06-15,Visite site e-commerce,France (siège)
TP008958,CUST02348,2026-06-09,Ouverture newsletter,France (siège)
TP008959,CUST02349,2025-06-11,Visite site e-commerce,Japon
TP008960,CUST02349,2025-06-23,Visite site e-commerce,Japon
TP008961,CUST02349,2025-06-22,Rendez-vous boutique,Japon
TP008962,CUST02349,2025-10-24,Appel conseiller de vente,Japon
TP008963,CUST02349,2026-02-13,Visite site e-commerce,Japon
TP008964,CUST02349,2026-02-08,Appel conseiller de vente,Japon
TP008965,CUST02349,2026-02-17,Ouverture newsletter,Japon
TP008966,CUST02349,2026-06-22,Rendez-vous boutique,Japon
TP008967,CUST02350,2025-07-03,Rendez-vous boutique,USA
TP008968,CUST02350,2025-06-24,Visite site e-commerce,USA
TP008969,CUST02350,2025-11-25,Visite site e-commerce,USA
TP008970,CUST02350,2025-11-30,Événement VIC,USA
TP008971,CUST02350,2025-12-03,Appel conseiller de vente,USA
TP008972,CUST02350,2026-05-08,Événement VIC,USA
TP008973,CUST02350,2026-05-05,Visite site e-commerce,USA
TP008974,CUST02350,2026-05-07,Ouverture newsletter,USA
TP008975,CUST02351,2025-11-19,Appel conseiller de vente,Chine
TP008976,CUST02351,2025-11-15,Ouverture newsletter,Chine
TP008977,CUST02351,2025-11-08,Ouverture newsletter,Chine
TP008978,CUST02351,2026-05-20,Ouverture newsletter,Chine
TP008979,CUST02351,2026-05-17,Ouverture newsletter,Chine
TP008980,CUST02351,2026-05-28,Événement VIC,Chine
TP008981,CUST02352,2026-01-07,Événement VIC,Chine
TP008982,CUST02352,2026-01-08,Événement VIC,Chine
TP008983,CUST02352,2026-07-07,Ouverture newsletter,Chine
TP008984,CUST02352,2026-07-22,Rendez-vous boutique,Chine
TP008985,CUST02352,2026-07-18,Ouverture newsletter,Chine
TP008986,CUST02354,2026-05-18,Ouverture newsletter,Chine
TP008987,CUST02355,2026-03-11,Rendez-vous boutique,France (siège)
TP008988,CUST02356,2025-10-29,Événement VIC,France (siège)
TP008989,CUST02356,2025-10-23,Ouverture newsletter,France (siège)
TP008990,CUST02356,2026-05-05,Événement VIC,France (siège)
TP008991,CUST02356,2026-05-07,Appel conseiller de vente,France (siège)
TP008992,CUST02357,2025-05-13,Rendez-vous boutique,Japon
TP008993,CUST02357,2025-05-04,Ouverture newsletter,Japon
TP008994,CUST02357,2025-05-10,Ouverture newsletter,Japon
TP008995,CUST02357,2025-10-06,Rendez-vous boutique,Japon
TP008996,CUST02357,2026-03-29,Rendez-vous boutique,Japon
TP008997,CUST02357,2026-03-21,Rendez-vous boutique,Japon
TP008998,CUST02357,2026-04-09,Événement VIC,Japon
TP008999,CUST02358,2025-01-23,Événement VIC,Japon
TP009000,CUST02358,2025-02-01,Événement VIC,Japon
TP009001,CUST02358,2025-02-06,Rendez-vous boutique,Japon
TP009002,CUST02358,2025-06-29,Événement VIC,Japon
TP009003,CUST02358,2025-07-10,Ouverture newsletter,Japon
TP009004,CUST02358,2025-06-28,Événement VIC,Japon
TP009005,CUST02358,2025-11-14,Ouverture newsletter,Japon
TP009006,CUST02359,2025-12-18,Rendez-vous boutique,France (siège)
TP009007,CUST02359,2026-01-04,Rendez-vous boutique,France (siège)
TP009008,CUST02359,2026-05-21,Ouverture newsletter,France (siège)
TP009009,CUST02360,2025-04-12,Appel conseiller de vente,USA
TP009010,CUST02360,2025-07-28,Visite site e-commerce,USA
TP009011,CUST02360,2025-07-25,Événement VIC,USA
TP009012,CUST02360,2026-01-07,Visite site e-commerce,USA
TP009013,CUST02360,2026-05-23,Ouverture newsletter,USA
TP009014,CUST02360,2026-05-28,Rendez-vous boutique,USA
TP009015,CUST02361,2025-12-11,Visite site e-commerce,Japon
TP009016,CUST02362,2025-03-31,Événement VIC,Chine
TP009017,CUST02362,2025-04-15,Rendez-vous boutique,Chine
TP009018,CUST02362,2025-04-12,Événement VIC,Chine
TP009019,CUST02362,2025-10-18,Visite site e-commerce,Chine
TP009020,CUST02362,2025-10-17,Rendez-vous boutique,Chine
TP009021,CUST02363,2026-07-08,Événement VIC,France (siège)
TP009022,CUST02363,2026-07-18,Appel conseiller de vente,France (siège)
TP009023,CUST02363,2026-07-07,Rendez-vous boutique,France (siège)
TP009024,CUST02364,2026-03-22,Événement VIC,USA
TP009025,CUST02364,2026-03-07,Visite site e-commerce,USA
TP009026,CUST02364,2026-03-21,Ouverture newsletter,USA
TP009027,CUST02365,2026-03-11,Ouverture newsletter,France (siège)
TP009028,CUST02365,2026-02-28,Événement VIC,France (siège)
TP009029,CUST02366,2026-05-16,Appel conseiller de vente,Moyen-Orient
TP009030,CUST02366,2026-05-22,Appel conseiller de vente,Moyen-Orient
TP009031,CUST02367,2026-07-11,Ouverture newsletter,Moyen-Orient
TP009032,CUST02367,2026-07-28,Ouverture newsletter,Moyen-Orient
TP009033,CUST02368,2025-09-28,Rendez-vous boutique,USA
TP009034,CUST02368,2026-03-10,Appel conseiller de vente,USA
TP009035,CUST02368,2026-02-23,Visite site e-commerce,USA
TP009036,CUST02368,2026-02-18,Appel conseiller de vente,USA
TP009037,CUST02371,2026-06-11,Rendez-vous boutique,Moyen-Orient
TP009038,CUST02372,2025-02-05,Appel conseiller de vente,Moyen-Orient
TP009039,CUST02372,2025-02-16,Appel conseiller de vente,Moyen-Orient
TP009040,CUST02372,2025-06-01,Visite site e-commerce,Moyen-Orient
TP009041,CUST02374,2024-12-22,Visite site e-commerce,Chine
TP009042,CUST02374,2024-12-21,Événement VIC,Chine
TP009043,CUST02374,2024-12-22,Ouverture newsletter,Chine
TP009044,CUST02374,2025-05-02,Rendez-vous boutique,Chine
TP009045,CUST02374,2025-09-16,Visite site e-commerce,Chine
TP009046,CUST02374,2025-09-28,Événement VIC,Chine
TP009047,CUST02374,2026-02-09,Événement VIC,Chine
TP009048,CUST02374,2026-01-24,Visite site e-commerce,Chine
TP009049,CUST02376,2025-08-30,Événement VIC,Chine
TP009050,CUST02376,2025-08-19,Rendez-vous boutique,Chine
TP009051,CUST02376,2025-09-03,Événement VIC,Chine
TP009052,CUST02376,2026-02-28,Événement VIC,Chine
TP009053,CUST02376,2026-02-21,Rendez-vous boutique,Chine
TP009054,CUST02377,2025-11-10,Visite site e-commerce,Chine
TP009055,CUST02377,2025-11-18,Visite site e-commerce,Chine
TP009056,CUST02377,2026-04-18,Appel conseiller de vente,Chine
TP009057,CUST02377,2026-04-09,Ouverture newsletter,Chine
TP009058,CUST02378,2025-09-10,Événement VIC,Moyen-Orient
TP009059,CUST02378,2025-09-13,Ouverture newsletter,Moyen-Orient
TP009060,CUST02379,2026-02-07,Appel conseiller de vente,USA
TP009061,CUST02379,2026-02-23,Ouverture newsletter,USA
TP009062,CUST02379,2026-03-01,Ouverture newsletter,USA
TP009063,CUST02379,2026-07-08,Appel conseiller de vente,USA
TP009064,CUST02380,2025-08-09,Appel conseiller de vente,Moyen-Orient
TP009065,CUST02380,2025-08-16,Visite site e-commerce,Moyen-Orient
TP009066,CUST02380,2025-08-20,Ouverture newsletter,Moyen-Orient
TP009067,CUST02381,2025-05-25,Ouverture newsletter,Moyen-Orient
TP009068,CUST02381,2025-11-11,Rendez-vous boutique,Moyen-Orient
TP009069,CUST02381,2025-11-15,Ouverture newsletter,Moyen-Orient
TP009070,CUST02381,2025-11-17,Événement VIC,Moyen-Orient
TP009071,CUST02381,2026-05-21,Visite site e-commerce,Moyen-Orient
TP009072,CUST02381,2026-05-19,Appel conseiller de vente,Moyen-Orient
TP009073,CUST02381,2026-05-07,Rendez-vous boutique,Moyen-Orient
TP009074,CUST02382,2026-05-15,Événement VIC,USA
TP009075,CUST02382,2026-05-20,Rendez-vous boutique,USA
TP009076,CUST02383,2025-02-22,Rendez-vous boutique,USA
TP009077,CUST02383,2025-08-15,Visite site e-commerce,USA
TP009078,CUST02383,2025-07-24,Rendez-vous boutique,USA
TP009079,CUST02384,2026-04-20,Rendez-vous boutique,France (siège)
TP009080,CUST02384,2026-04-05,Appel conseiller de vente,France (siège)
TP009081,CUST02384,2026-04-12,Rendez-vous boutique,France (siège)
TP009082,CUST02386,2025-02-08,Visite site e-commerce,Chine
TP009083,CUST02386,2025-02-06,Événement VIC,Chine
TP009084,CUST02386,2025-02-11,Rendez-vous boutique,Chine
TP009085,CUST02386,2025-06-29,Appel conseiller de vente,Chine
TP009086,CUST02386,2025-06-26,Appel conseiller de vente,Chine
TP009087,CUST02386,2025-06-28,Événement VIC,Chine
TP009088,CUST02386,2025-11-05,Ouverture newsletter,Chine
TP009089,CUST02386,2026-03-24,Rendez-vous boutique,Chine
TP009090,CUST02386,2026-04-02,Ouverture newsletter,Chine
TP009091,CUST02386,2026-04-13,Ouverture newsletter,Chine
TP009092,CUST02387,2026-04-12,Visite site e-commerce,USA
TP009093,CUST02387,2026-04-13,Ouverture newsletter,USA
TP009094,CUST02387,2026-04-24,Visite site e-commerce,USA
TP009095,CUST02388,2025-03-01,Appel conseiller de vente,Japon
TP009096,CUST02388,2025-08-29,Visite site e-commerce,Japon
TP009097,CUST02388,2025-09-16,Appel conseiller de vente,Japon
TP009098,CUST02388,2025-09-09,Rendez-vous boutique,Japon
TP009099,CUST02388,2026-01-23,Événement VIC,Japon
TP009100,CUST02388,2026-01-25,Appel conseiller de vente,Japon
TP009101,CUST02388,2026-02-05,Événement VIC,Japon
TP009102,CUST02388,2026-07-08,Appel conseiller de vente,Japon
TP009103,CUST02388,2026-07-15,Ouverture newsletter,Japon
TP009104,CUST02388,2026-07-10,Événement VIC,Japon
TP009105,CUST02389,2025-03-14,Visite site e-commerce,Japon
TP009106,CUST02389,2025-03-09,Rendez-vous boutique,Japon
TP009107,CUST02389,2025-03-11,Visite site e-commerce,Japon
TP009108,CUST02389,2025-08-11,Appel conseiller de vente,Japon
TP009109,CUST02389,2025-08-04,Visite site e-commerce,Japon
TP009110,CUST02389,2025-12-26,Ouverture newsletter,Japon
TP009111,CUST02389,2025-12-14,Ouverture newsletter,Japon
TP009112,CUST02389,2026-06-04,Événement VIC,Japon
TP009113,CUST02389,2026-05-20,Événement VIC,Japon
TP009114,CUST02390,2025-12-13,Événement VIC,Japon
TP009115,CUST02390,2025-12-16,Événement VIC,Japon
TP009116,CUST02390,2026-05-20,Événement VIC,Japon
TP009117,CUST02391,2025-05-16,Rendez-vous boutique,Japon
TP009118,CUST02391,2025-05-21,Rendez-vous boutique,Japon
TP009119,CUST02391,2025-08-29,Appel conseiller de vente,Japon
TP009120,CUST02391,2025-08-29,Événement VIC,Japon
TP009121,CUST02391,2026-01-14,Ouverture newsletter,Japon
